topology,iteration,train_median_num_pairs_retained,test_median_num_pairs_retained,train_accuracy,test_accuracy,roc_auc_test,aps,confusion_matrix,classifier_path,cder_models_path,features_df_path,runtime
EEHEE,0,"{'train_h_0_pairs': {'green': 697.0, 'red': 649.0}, 'train_h_1_pairs': {'green': 1081.0, 'red': 961.0}, 'train_h_2_pairs': {'green': 733.0, 'red': 619.0}}","{'test_h_0_pairs': {'green': 696.5, 'red': 650.5}, 'test_h_1_pairs': {'green': 1078.0, 'red': 964.5}, 'test_h_2_pairs': {'green': 734.0, 'red': 627.0}}",0.990280777537797,0.9827586206896551,0.9962841854934602,0.99718140617456,"[[114   2]
 [  2 114]]",classifiers/sme_cder_EEHEE_rf_clf_gs_0.pickle,"['cder_models/EEHEE_sme_cder_h0_model_iteration_0.pickle', 'cder_models/EEHEE_sme_cder_h1_model_iteration_0.pickle', 'cder_models/EEHEE_sme_cder_h2_model_iteration_0.pickle']","['features_dataframes/sme_cder_train_X_EEHEE_0.csv', 'features_dataframes/sme_cder_train_ylabels_EEHEE_0.csv', 'features_dataframes/sme_cder_test_X_EEHEE_0.csv', 'features_dataframes/sme_cder_test_ylabels_EEHEE_0.csv']",5273.625442743301
EEHEE,1,"{'train_h_0_pairs': {'green': 697.0, 'red': 649.0}, 'train_h_1_pairs': {'green': 1080.0, 'red': 962.0}, 'train_h_2_pairs': {'green': 733.0, 'red': 619.0}}","{'test_h_0_pairs': {'green': 697.0, 'red': 650.5}, 'test_h_1_pairs': {'green': 1083.5, 'red': 961.0}, 'test_h_2_pairs': {'green': 734.5, 'red': 622.5}}",0.9913606911447084,0.9698275862068966,0.9966557669441143,0.9971357730100349,"[[111   5]
 [  2 114]]",classifiers/sme_cder_EEHEE_rf_clf_gs_1.pickle,"['cder_models/EEHEE_sme_cder_h0_model_iteration_1.pickle', 'cder_models/EEHEE_sme_cder_h1_model_iteration_1.pickle', 'cder_models/EEHEE_sme_cder_h2_model_iteration_1.pickle']","['features_dataframes/sme_cder_train_X_EEHEE_1.csv', 'features_dataframes/sme_cder_train_ylabels_EEHEE_1.csv', 'features_dataframes/sme_cder_test_X_EEHEE_1.csv', 'features_dataframes/sme_cder_test_ylabels_EEHEE_1.csv']",5232.441880702972
EEHEE,2,"{'train_h_0_pairs': {'green': 697.0, 'red': 649.0}, 'train_h_1_pairs': {'green': 1080.0, 'red': 962.0}, 'train_h_2_pairs': {'green': 733.0, 'red': 620.0}}","{'test_h_0_pairs': {'green': 697.0, 'red': 649.0}, 'test_h_1_pairs': {'green': 1081.5, 'red': 958.5}, 'test_h_2_pairs': {'green': 733.5, 'red': 615.0}}",0.9816414686825053,0.978448275862069,0.997473246135553,0.9977216269826704,"[[113   3]
 [  2 114]]",classifiers/sme_cder_EEHEE_rf_clf_gs_2.pickle,"['cder_models/EEHEE_sme_cder_h0_model_iteration_2.pickle', 'cder_models/EEHEE_sme_cder_h1_model_iteration_2.pickle', 'cder_models/EEHEE_sme_cder_h2_model_iteration_2.pickle']","['features_dataframes/sme_cder_train_X_EEHEE_2.csv', 'features_dataframes/sme_cder_train_ylabels_EEHEE_2.csv', 'features_dataframes/sme_cder_test_X_EEHEE_2.csv', 'features_dataframes/sme_cder_test_ylabels_EEHEE_2.csv']",6057.170120477676
EEHEE,3,"{'train_h_0_pairs': {'green': 696.0, 'red': 649.0}, 'train_h_1_pairs': {'green': 1080.0, 'red': 963.0}, 'train_h_2_pairs': {'green': 732.0, 'red': 621.0}}","{'test_h_0_pairs': {'green': 699.0, 'red': 648.0}, 'test_h_1_pairs': {'green': 1086.5, 'red': 952.5}, 'test_h_2_pairs': {'green': 735.5, 'red': 610.5}}",1.0,0.9827586206896551,0.9965442925089179,0.9975142796699809,"[[113   3]
 [  1 115]]",classifiers/sme_cder_EEHEE_rf_clf_gs_3.pickle,"['cder_models/EEHEE_sme_cder_h0_model_iteration_3.pickle', 'cder_models/EEHEE_sme_cder_h1_model_iteration_3.pickle', 'cder_models/EEHEE_sme_cder_h2_model_iteration_3.pickle']","['features_dataframes/sme_cder_train_X_EEHEE_3.csv', 'features_dataframes/sme_cder_train_ylabels_EEHEE_3.csv', 'features_dataframes/sme_cder_test_X_EEHEE_3.csv', 'features_dataframes/sme_cder_test_ylabels_EEHEE_3.csv']",5898.9160697460175
EEHEE,4,"{'train_h_0_pairs': {'green': 697.0, 'red': 650.0}, 'train_h_1_pairs': {'green': 1081.0, 'red': 962.0}, 'train_h_2_pairs': {'green': 733.0, 'red': 619.0}}","{'test_h_0_pairs': {'green': 698.0, 'red': 649.0}, 'test_h_1_pairs': {'green': 1081.5, 'red': 959.5}, 'test_h_2_pairs': {'green': 734.5, 'red': 621.0}}",0.9946004319654428,0.978448275862069,0.9957639714625446,0.9966433790456188,"[[112   4]
 [  1 115]]",classifiers/sme_cder_EEHEE_rf_clf_gs_4.pickle,"['cder_models/EEHEE_sme_cder_h0_model_iteration_4.pickle', 'cder_models/EEHEE_sme_cder_h1_model_iteration_4.pickle', 'cder_models/EEHEE_sme_cder_h2_model_iteration_4.pickle']","['features_dataframes/sme_cder_train_X_EEHEE_4.csv', 'features_dataframes/sme_cder_train_ylabels_EEHEE_4.csv', 'features_dataframes/sme_cder_test_X_EEHEE_4.csv', 'features_dataframes/sme_cder_test_ylabels_EEHEE_4.csv']",5172.234861135483
EEHEE,5,"{'train_h_0_pairs': {'green': 697.0, 'red': 649.0}, 'train_h_1_pairs': {'green': 1081.0, 'red': 961.0}, 'train_h_2_pairs': {'green': 733.0, 'red': 619.0}}","{'test_h_0_pairs': {'green': 697.0, 'red': 648.0}, 'test_h_1_pairs': {'green': 1081.0, 'red': 965.0}, 'test_h_2_pairs': {'green': 732.5, 'red': 625.5}}",1.0,0.9870689655172413,0.9981420927467302,0.9980551291621,"[[113   3]
 [  0 116]]",classifiers/sme_cder_EEHEE_rf_clf_gs_5.pickle,"['cder_models/EEHEE_sme_cder_h0_model_iteration_5.pickle', 'cder_models/EEHEE_sme_cder_h1_model_iteration_5.pickle', 'cder_models/EEHEE_sme_cder_h2_model_iteration_5.pickle']","['features_dataframes/sme_cder_train_X_EEHEE_5.csv', 'features_dataframes/sme_cder_train_ylabels_EEHEE_5.csv', 'features_dataframes/sme_cder_test_X_EEHEE_5.csv', 'features_dataframes/sme_cder_test_ylabels_EEHEE_5.csv']",5581.81872177124
EEHEE,6,"{'train_h_0_pairs': {'green': 697.0, 'red': 649.0}, 'train_h_1_pairs': {'green': 1081.0, 'red': 961.0}, 'train_h_2_pairs': {'green': 733.0, 'red': 619.0}}","{'test_h_0_pairs': {'green': 698.0, 'red': 650.0}, 'test_h_1_pairs': {'green': 1081.0, 'red': 967.0}, 'test_h_2_pairs': {'green': 736.0, 'red': 622.5}}",0.9924406047516199,0.9655172413793104,0.9924940546967895,0.9928459107115667,"[[109   7]
 [  1 115]]",classifiers/sme_cder_EEHEE_rf_clf_gs_6.pickle,"['cder_models/EEHEE_sme_cder_h0_model_iteration_6.pickle', 'cder_models/EEHEE_sme_cder_h1_model_iteration_6.pickle', 'cder_models/EEHEE_sme_cder_h2_model_iteration_6.pickle']","['features_dataframes/sme_cder_train_X_EEHEE_6.csv', 'features_dataframes/sme_cder_train_ylabels_EEHEE_6.csv', 'features_dataframes/sme_cder_test_X_EEHEE_6.csv', 'features_dataframes/sme_cder_test_ylabels_EEHEE_6.csv']",5938.656254768372
EEHEE,7,"{'train_h_0_pairs': {'green': 696.0, 'red': 650.0}, 'train_h_1_pairs': {'green': 1081.0, 'red': 962.0}, 'train_h_2_pairs': {'green': 733.0, 'red': 620.0}}","{'test_h_0_pairs': {'green': 701.0, 'red': 648.0}, 'test_h_1_pairs': {'green': 1078.0, 'red': 960.0}, 'test_h_2_pairs': {'green': 733.5, 'red': 615.5}}",0.9881209503239741,0.978448275862069,0.998513674197384,0.9985631020313435,"[[113   3]
 [  2 114]]",classifiers/sme_cder_EEHEE_rf_clf_gs_7.pickle,"['cder_models/EEHEE_sme_cder_h0_model_iteration_7.pickle', 'cder_models/EEHEE_sme_cder_h1_model_iteration_7.pickle', 'cder_models/EEHEE_sme_cder_h2_model_iteration_7.pickle']","['features_dataframes/sme_cder_train_X_EEHEE_7.csv', 'features_dataframes/sme_cder_train_ylabels_EEHEE_7.csv', 'features_dataframes/sme_cder_test_X_EEHEE_7.csv', 'features_dataframes/sme_cder_test_ylabels_EEHEE_7.csv']",6535.1526119709015
EEHEE,8,"{'train_h_0_pairs': {'green': 696.0, 'red': 650.0}, 'train_h_1_pairs': {'green': 1081.0, 'red': 961.0}, 'train_h_2_pairs': {'green': 733.0, 'red': 619.0}}","{'test_h_0_pairs': {'green': 698.0, 'red': 648.0}, 'test_h_1_pairs': {'green': 1082.0, 'red': 966.5}, 'test_h_2_pairs': {'green': 734.0, 'red': 620.0}}",0.9946004319654428,0.978448275862069,0.9986623067776457,0.9986856913894696,"[[112   4]
 [  1 115]]",classifiers/sme_cder_EEHEE_rf_clf_gs_8.pickle,"['cder_models/EEHEE_sme_cder_h0_model_iteration_8.pickle', 'cder_models/EEHEE_sme_cder_h1_model_iteration_8.pickle', 'cder_models/EEHEE_sme_cder_h2_model_iteration_8.pickle']","['features_dataframes/sme_cder_train_X_EEHEE_8.csv', 'features_dataframes/sme_cder_train_ylabels_EEHEE_8.csv', 'features_dataframes/sme_cder_test_X_EEHEE_8.csv', 'features_dataframes/sme_cder_test_ylabels_EEHEE_8.csv']",7100.360970497131
EEHEE,9,"{'train_h_0_pairs': {'green': 696.0, 'red': 650.0}, 'train_h_1_pairs': {'green': 1080.0, 'red': 962.0}, 'train_h_2_pairs': {'green': 733.0, 'red': 620.0}}","{'test_h_0_pairs': {'green': 699.0, 'red': 647.5}, 'test_h_1_pairs': {'green': 1085.0, 'red': 956.0}, 'test_h_2_pairs': {'green': 738.0, 'red': 616.0}}",0.9935205183585313,0.978448275862069,0.9965071343638525,0.9961517299314182,"[[111   5]
 [  0 116]]",classifiers/sme_cder_EEHEE_rf_clf_gs_9.pickle,"['cder_models/EEHEE_sme_cder_h0_model_iteration_9.pickle', 'cder_models/EEHEE_sme_cder_h1_model_iteration_9.pickle', 'cder_models/EEHEE_sme_cder_h2_model_iteration_9.pickle']","['features_dataframes/sme_cder_train_X_EEHEE_9.csv', 'features_dataframes/sme_cder_train_ylabels_EEHEE_9.csv', 'features_dataframes/sme_cder_test_X_EEHEE_9.csv', 'features_dataframes/sme_cder_test_ylabels_EEHEE_9.csv']",5942.142037630081
HEEH,0,"{'train_h_0_pairs': {'green': 714.0, 'red': 692.5}, 'train_h_1_pairs': {'green': 1085.5, 'red': 1030.5}, 'train_h_2_pairs': {'green': 734.5, 'red': 694.0}}","{'test_h_0_pairs': {'green': 711.0, 'red': 696.0}, 'test_h_1_pairs': {'green': 1087.5, 'red': 1014.0}, 'test_h_2_pairs': {'green': 752.5, 'red': 674.0}}",0.9042553191489362,0.8958333333333334,0.9565972222222222,0.9555067273607931,"[[21  3]
 [ 2 22]]",classifiers/sme_cder_HEEH_rf_clf_gs_0.pickle,"['cder_models/HEEH_sme_cder_h0_model_iteration_0.pickle', 'cder_models/HEEH_sme_cder_h1_model_iteration_0.pickle', 'cder_models/HEEH_sme_cder_h2_model_iteration_0.pickle']","['features_dataframes/sme_cder_train_X_HEEH_0.csv', 'features_dataframes/sme_cder_train_ylabels_HEEH_0.csv', 'features_dataframes/sme_cder_test_X_HEEH_0.csv', 'features_dataframes/sme_cder_test_ylabels_HEEH_0.csv']",506.9678120613098
HEEH,1,"{'train_h_0_pairs': {'green': 712.5, 'red': 692.5}, 'train_h_1_pairs': {'green': 1087.0, 'red': 1027.5}, 'train_h_2_pairs': {'green': 735.5, 'red': 691.0}}","{'test_h_0_pairs': {'green': 714.5, 'red': 695.5}, 'test_h_1_pairs': {'green': 1080.5, 'red': 1030.5}, 'test_h_2_pairs': {'green': 744.5, 'red': 690.0}}",0.8882978723404256,0.7708333333333334,0.7916666666666667,0.7302719655275447,"[[17  7]
 [ 4 20]]",classifiers/sme_cder_HEEH_rf_clf_gs_1.pickle,"['cder_models/HEEH_sme_cder_h0_model_iteration_1.pickle', 'cder_models/HEEH_sme_cder_h1_model_iteration_1.pickle', 'cder_models/HEEH_sme_cder_h2_model_iteration_1.pickle']","['features_dataframes/sme_cder_train_X_HEEH_1.csv', 'features_dataframes/sme_cder_train_ylabels_HEEH_1.csv', 'features_dataframes/sme_cder_test_X_HEEH_1.csv', 'features_dataframes/sme_cder_test_ylabels_HEEH_1.csv']",481.98738169670105
HEEH,2,"{'train_h_0_pairs': {'green': 713.0, 'red': 694.5}, 'train_h_1_pairs': {'green': 1086.5, 'red': 1031.5}, 'train_h_2_pairs': {'green': 736.5, 'red': 692.0}}","{'test_h_0_pairs': {'green': 714.5, 'red': 688.5}, 'test_h_1_pairs': {'green': 1086.5, 'red': 1014.5}, 'test_h_2_pairs': {'green': 733.5, 'red': 683.5}}",0.8829787234042553,0.8125,0.8472222222222222,0.8547335692072534,"[[20  4]
 [ 5 19]]",classifiers/sme_cder_HEEH_rf_clf_gs_2.pickle,"['cder_models/HEEH_sme_cder_h0_model_iteration_2.pickle', 'cder_models/HEEH_sme_cder_h1_model_iteration_2.pickle', 'cder_models/HEEH_sme_cder_h2_model_iteration_2.pickle']","['features_dataframes/sme_cder_train_X_HEEH_2.csv', 'features_dataframes/sme_cder_train_ylabels_HEEH_2.csv', 'features_dataframes/sme_cder_test_X_HEEH_2.csv', 'features_dataframes/sme_cder_test_ylabels_HEEH_2.csv']",420.460173368454
HEEH,3,"{'train_h_0_pairs': {'green': 712.0, 'red': 694.5}, 'train_h_1_pairs': {'green': 1087.5, 'red': 1030.5}, 'train_h_2_pairs': {'green': 735.5, 'red': 691.5}}","{'test_h_0_pairs': {'green': 719.0, 'red': 688.0}, 'test_h_1_pairs': {'green': 1080.5, 'red': 1014.5}, 'test_h_2_pairs': {'green': 739.0, 'red': 687.5}}",0.9946808510638298,0.7916666666666666,0.9322916666666667,0.9470812233743269,"[[17  7]
 [ 3 21]]",classifiers/sme_cder_HEEH_rf_clf_gs_3.pickle,"['cder_models/HEEH_sme_cder_h0_model_iteration_3.pickle', 'cder_models/HEEH_sme_cder_h1_model_iteration_3.pickle', 'cder_models/HEEH_sme_cder_h2_model_iteration_3.pickle']","['features_dataframes/sme_cder_train_X_HEEH_3.csv', 'features_dataframes/sme_cder_train_ylabels_HEEH_3.csv', 'features_dataframes/sme_cder_test_X_HEEH_3.csv', 'features_dataframes/sme_cder_test_ylabels_HEEH_3.csv']",565.9111530780792
HEEH,4,"{'train_h_0_pairs': {'green': 712.0, 'red': 693.0}, 'train_h_1_pairs': {'green': 1083.5, 'red': 1030.5}, 'train_h_2_pairs': {'green': 734.5, 'red': 687.0}}","{'test_h_0_pairs': {'green': 719.5, 'red': 692.0}, 'test_h_1_pairs': {'green': 1092.5, 'red': 1012.5}, 'test_h_2_pairs': {'green': 742.5, 'red': 692.5}}",0.9361702127659575,0.7916666666666666,0.84375,0.8398429017923335,"[[19  5]
 [ 5 19]]",classifiers/sme_cder_HEEH_rf_clf_gs_4.pickle,"['cder_models/HEEH_sme_cder_h0_model_iteration_4.pickle', 'cder_models/HEEH_sme_cder_h1_model_iteration_4.pickle', 'cder_models/HEEH_sme_cder_h2_model_iteration_4.pickle']","['features_dataframes/sme_cder_train_X_HEEH_4.csv', 'features_dataframes/sme_cder_train_ylabels_HEEH_4.csv', 'features_dataframes/sme_cder_test_X_HEEH_4.csv', 'features_dataframes/sme_cder_test_ylabels_HEEH_4.csv']",482.73682594299316
